date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
01-Apr-22,Manipur,2-Wheelers,1,1246
01-Apr-22,Manipur,4-Wheelers,1,813
01-Apr-22,Meghalaya,4-Wheelers,1,860
01-May-22,DNH and DD,4-Wheelers,1,374
01-May-22,Mizoram,2-Wheelers,1,1638
01-May-22,Nagaland,2-Wheelers,1,514
01-Jun-22,DNH and DD,2-Wheelers,1,767
01-Jun-22,Meghalaya,4-Wheelers,1,1087
01-Jul-22,Arunachal Pradesh,4-Wheelers,1,947
01-Jul-22,Ladakh,4-Wheelers,1,285
01-Jul-22,Mizoram,2-Wheelers,1,1427
01-Aug-22,DNH and DD,4-Wheelers,1,303
01-Sep-22,DNH and DD,4-Wheelers,1,390
01-Sep-22,Manipur,2-Wheelers,1,2473
01-Sep-22,Meghalaya,2-Wheelers,1,1719
01-Oct-22,Meghalaya,4-Wheelers,1,1188
01-Nov-22,Andaman & Nicobar Island,4-Wheelers,1,159
01-Dec-22,Arunachal Pradesh,2-Wheelers,1,925
01-Dec-22,Meghalaya,2-Wheelers,1,1180
01-Dec-22,Punjab,4-Wheelers,1,13085
01-Jan-23,DNH and DD,4-Wheelers,1,360
01-Jan-23,Ladakh,2-Wheelers,1,20
01-Jan-23,Meghalaya,4-Wheelers,1,1271
01-Mar-23,Andaman & Nicobar Island,2-Wheelers,1,373
01-Mar-23,Andaman & Nicobar Island,4-Wheelers,1,162
01-Mar-23,Meghalaya,2-Wheelers,1,1907
01-Apr-23,Andaman & Nicobar Island,4-Wheelers,1,122
01-Apr-23,Arunachal Pradesh,4-Wheelers,1,892
01-Apr-23,DNH and DD,4-Wheelers,1,407
01-Apr-23,Nagaland,4-Wheelers,1,687
01-Apr-23,Tripura,4-Wheelers,1,299
01-May-23,Arunachal Pradesh,2-Wheelers,1,1193
01-Jun-23,Andaman & Nicobar Island,4-Wheelers,1,136
01-Jun-23,DNH and DD,4-Wheelers,1,370
01-Jun-23,Meghalaya,2-Wheelers,1,1969
01-Jul-23,Ladakh,2-Wheelers,1,117
01-Jul-23,Nagaland,2-Wheelers,1,599
01-Jul-23,Nagaland,4-Wheelers,1,739
01-Aug-23,DNH and DD,4-Wheelers,1,357
01-Sep-23,Andaman & Nicobar Island,4-Wheelers,1,148
01-Sep-23,Nagaland,2-Wheelers,1,531
01-Oct-23,Andaman & Nicobar Island,2-Wheelers,1,404
01-Oct-23,Andaman & Nicobar Island,4-Wheelers,1,191
01-Oct-23,Meghalaya,2-Wheelers,1,1776
01-Oct-23,Meghalaya,4-Wheelers,1,1354
01-Nov-23,Andaman & Nicobar Island,4-Wheelers,1,170
01-Nov-23,Nagaland,2-Wheelers,1,634
01-Nov-23,Nagaland,4-Wheelers,1,860
01-Dec-23,Meghalaya,2-Wheelers,1,1518
01-Dec-23,Meghalaya,4-Wheelers,1,1060
01-Jan-24,Mizoram,4-Wheelers,1,513
01-Jan-24,Meghalaya,4-Wheelers,1,1429
01-Feb-24,Andaman & Nicobar Island,4-Wheelers,1,181
01-Feb-24,Nagaland,4-Wheelers,1,822
01-Mar-24,Andaman & Nicobar Island,4-Wheelers,1,158
01-Mar-24,Arunachal Pradesh,4-Wheelers,1,1081
01-Apr-21,Andaman & Nicobar Island,4-Wheelers,9,168
01-Apr-21,Andhra Pradesh,4-Wheelers,26,7837
01-Apr-21,Bihar,4-Wheelers,4,5731
01-Apr-21,Chandigarh,4-Wheelers,2,1426
01-Apr-21,Delhi,4-Wheelers,61,8076
01-Apr-21,Goa,4-Wheelers,8,1442
01-Apr-21,Gujarat,4-Wheelers,44,17386
01-Apr-21,Haryana,4-Wheelers,3,15476
01-Apr-21,Jharkhand,4-Wheelers,3,3425
01-Apr-21,Karnataka,4-Wheelers,90,16864
01-Apr-21,Kerala,4-Wheelers,132,23660
01-Apr-21,Madhya Pradesh,4-Wheelers,2,5356
01-Apr-21,Maharashtra,4-Wheelers,96,16829
01-Apr-21,Odisha,4-Wheelers,5,5101
01-Apr-21,Punjab,4-Wheelers,4,8955
01-Apr-21,Rajasthan,4-Wheelers,22,10647
01-Apr-21,Tamil Nadu,4-Wheelers,75,18826
01-Apr-21,Uttar Pradesh,4-Wheelers,4,23056
01-Apr-21,Uttarakhand,4-Wheelers,10,2728
01-Apr-21,West Bengal,4-Wheelers,24,7640
01-May-21,Andhra Pradesh,4-Wheelers,16,5831
01-May-21,Goa,4-Wheelers,4,393
01-May-21,Gujarat,4-Wheelers,29,15959
01-May-21,Karnataka,4-Wheelers,2,646
01-May-21,Kerala,4-Wheelers,48,5164
01-May-21,Maharashtra,4-Wheelers,121,13528
01-May-21,Puducherry,4-Wheelers,2,119
01-May-21,Rajasthan,4-Wheelers,7,2756
01-May-21,Tamil Nadu,4-Wheelers,14,3413
01-May-21,Uttar Pradesh,4-Wheelers,3,14016
01-May-21,West Bengal,4-Wheelers,6,3962
01-Jun-21,Andhra Pradesh,4-Wheelers,39,6098
01-Jun-21,Bihar,4-Wheelers,4,5692
01-Jun-21,Chandigarh,4-Wheelers,12,2050
01-Jun-21,Chhattisgarh,4-Wheelers,5,4526
01-Jun-21,Delhi,4-Wheelers,148,12914
01-Jun-21,Goa,4-Wheelers,14,749
01-Jun-21,Gujarat,4-Wheelers,61,19359
01-Jun-21,Haryana,4-Wheelers,4,13420
01-Jun-21,Jharkhand,4-Wheelers,4,4405
01-Jun-21,Karnataka,4-Wheelers,71,8030
01-Jun-21,Kerala,4-Wheelers,140,10018
01-Jun-21,Madhya Pradesh,4-Wheelers,13,12092
01-Jun-21,Maharashtra,4-Wheelers,190,24817
01-Jun-21,Odisha,4-Wheelers,2,3041
01-Jun-21,Punjab,4-Wheelers,3,7126
01-Jun-21,Rajasthan,4-Wheelers,34,12070
01-Jun-21,Tamil Nadu,4-Wheelers,42,7793
01-Jun-21,Uttar Pradesh,4-Wheelers,3,25704
01-Jun-21,Uttarakhand,4-Wheelers,7,2972
01-Jun-21,West Bengal,4-Wheelers,18,6316
01-Jul-21,Andaman & Nicobar Island,4-Wheelers,8,176
01-Jul-21,Andhra Pradesh,4-Wheelers,36,7877
01-Jul-21,Bihar,4-Wheelers,5,5438
01-Jul-21,Chandigarh,4-Wheelers,9,1916
01-Jul-21,Chhattisgarh,4-Wheelers,12,4916
01-Jul-21,Delhi,4-Wheelers,131,15033
01-Jul-21,Goa,4-Wheelers,10,982
01-Jul-21,Gujarat,4-Wheelers,53,23792
01-Jul-21,Haryana,4-Wheelers,6,14524
01-Jul-21,Himachal Pradesh,4-Wheelers,2,3811
01-Jul-21,Jharkhand,4-Wheelers,4,5020
01-Jul-21,Karnataka,4-Wheelers,196,21640
01-Jul-21,Kerala,4-Wheelers,139,18406
01-Jul-21,Madhya Pradesh,4-Wheelers,17,14581
01-Jul-21,Maharashtra,4-Wheelers,286,38063
01-Jul-21,Odisha,4-Wheelers,3,5552
01-Jul-21,Punjab,4-Wheelers,3,9328
01-Jul-21,Rajasthan,4-Wheelers,52,14374
01-Jul-21,Tamil Nadu,4-Wheelers,88,20857
01-Jul-21,Uttar Pradesh,4-Wheelers,8,27999
01-Jul-21,Uttarakhand,4-Wheelers,11,4182
01-Jul-21,West Bengal,4-Wheelers,37,8919
01-Aug-21,Andhra Pradesh,4-Wheelers,78,8245
01-Aug-21,Assam,4-Wheelers,2,6447
01-Aug-21,Bihar,4-Wheelers,7,5724
01-Aug-21,Chandigarh,4-Wheelers,9,1845
01-Aug-21,Chhattisgarh,4-Wheelers,11,4350
01-Aug-21,Delhi,4-Wheelers,157,13177
01-Aug-21,Goa,4-Wheelers,19,1439
01-Aug-21,Gujarat,4-Wheelers,83,20394
01-Aug-21,Haryana,4-Wheelers,3,16027
01-Aug-21,Jharkhand,4-Wheelers,3,5113
01-Aug-21,Karnataka,4-Wheelers,137,21975
01-Aug-21,Kerala,4-Wheelers,183,22813
01-Aug-21,Madhya Pradesh,4-Wheelers,26,12758
01-Aug-21,Maharashtra,4-Wheelers,197,35127
01-Aug-21,Odisha,4-Wheelers,4,5453
01-Aug-21,Punjab,4-Wheelers,4,9209
01-Aug-21,Rajasthan,4-Wheelers,53,11454
01-Aug-21,Tamil Nadu,4-Wheelers,88,20865
01-Aug-21,Uttar Pradesh,4-Wheelers,3,24012
01-Aug-21,Uttarakhand,4-Wheelers,6,3760
01-Aug-21,West Bengal,4-Wheelers,28,9198
01-Sep-21,Andhra Pradesh,4-Wheelers,39,7952
01-Sep-21,Bihar,4-Wheelers,4,4339
01-Sep-21,Chandigarh,4-Wheelers,20,1607
01-Sep-21,Chhattisgarh,4-Wheelers,12,3650
01-Sep-21,Delhi,4-Wheelers,265,9181
01-Sep-21,Goa,4-Wheelers,34,1277
01-Sep-21,Gujarat,4-Wheelers,131,24797
01-Sep-21,Haryana,4-Wheelers,7,14879
01-Sep-21,Jharkhand,4-Wheelers,12,3892
01-Sep-21,Karnataka,4-Wheelers,227,21407
01-Sep-21,Kerala,4-Wheelers,164,22063
01-Sep-21,Madhya Pradesh,4-Wheelers,23,11756
01-Sep-21,Maharashtra,4-Wheelers,148,27900
01-Sep-21,Odisha,4-Wheelers,2,4865
01-Sep-21,Puducherry,4-Wheelers,2,640
01-Sep-21,Punjab,4-Wheelers,3,7521
01-Sep-21,Rajasthan,4-Wheelers,69,11035
01-Sep-21,Tamil Nadu,4-Wheelers,107,18823
01-Sep-21,Uttar Pradesh,4-Wheelers,4,23510
01-Sep-21,Uttarakhand,4-Wheelers,10,3171
01-Sep-21,West Bengal,4-Wheelers,34,9437
01-Oct-21,Andhra Pradesh,4-Wheelers,37,7366
01-Oct-21,Bihar,4-Wheelers,7,5838
01-Oct-21,Chandigarh,4-Wheelers,12,1816
01-Oct-21,Chhattisgarh,4-Wheelers,11,5255
01-Oct-21,Delhi,4-Wheelers,253,12876
01-Oct-21,Goa,4-Wheelers,28,1165
01-Oct-21,Gujarat,4-Wheelers,104,23184
01-Oct-21,Haryana,4-Wheelers,8,11634
01-Oct-21,Jammu and Kashmir,4-Wheelers,2,4205
01-Oct-21,Jharkhand,4-Wheelers,5,4806
01-Oct-21,Karnataka,4-Wheelers,163,18505
01-Oct-21,Kerala,4-Wheelers,158,14562
01-Oct-21,Madhya Pradesh,4-Wheelers,20,9554
01-Oct-21,Maharashtra,4-Wheelers,298,33771
01-Oct-21,Odisha,4-Wheelers,2,5830
01-Oct-21,Punjab,4-Wheelers,5,8523
01-Oct-21,Rajasthan,4-Wheelers,86,12823
01-Oct-21,Tamil Nadu,4-Wheelers,119,14796
01-Oct-21,Uttar Pradesh,4-Wheelers,10,23095
01-Oct-21,Uttarakhand,4-Wheelers,13,3523
01-Oct-21,West Bengal,4-Wheelers,33,7120
01-Nov-21,Andhra Pradesh,4-Wheelers,34,7374
01-Nov-21,Bihar,4-Wheelers,11,6992
01-Nov-21,Chandigarh,4-Wheelers,16,1919
01-Nov-21,Chhattisgarh,4-Wheelers,14,4824
01-Nov-21,Delhi,4-Wheelers,185,11782
01-Nov-21,Goa,4-Wheelers,20,1293
01-Nov-21,Gujarat,4-Wheelers,121,22396
01-Nov-21,Haryana,4-Wheelers,13,16035
01-Nov-21,Jharkhand,4-Wheelers,8,5320
01-Nov-21,Karnataka,4-Wheelers,153,17247
01-Nov-21,Kerala,4-Wheelers,214,15244
01-Nov-21,Madhya Pradesh,4-Wheelers,31,12871
01-Nov-21,Maharashtra,4-Wheelers,515,28322
01-Nov-21,Odisha,4-Wheelers,18,5095
01-Nov-21,Punjab,4-Wheelers,3,9015
01-Nov-21,Rajasthan,4-Wheelers,79,16115
01-Nov-21,Tamil Nadu,4-Wheelers,108,15533
01-Nov-21,Uttar Pradesh,4-Wheelers,10,29608
01-Nov-21,Uttarakhand,4-Wheelers,12,3954
01-Nov-21,West Bengal,4-Wheelers,59,8836
01-Dec-21,Andhra Pradesh,4-Wheelers,31,6314
01-Dec-21,Assam,4-Wheelers,3,6737
01-Dec-21,Bihar,4-Wheelers,7,5031
01-Dec-21,Chandigarh,4-Wheelers,12,1985
01-Dec-21,Chhattisgarh,4-Wheelers,5,3651
01-Dec-21,Delhi,4-Wheelers,277,12633
01-Dec-21,Goa,4-Wheelers,19,1306
01-Dec-21,Gujarat,4-Wheelers,163,24277
01-Dec-21,Haryana,4-Wheelers,11,16015
01-Dec-21,Jharkhand,4-Wheelers,3,4258
01-Dec-21,Karnataka,4-Wheelers,153,16243
01-Dec-21,Kerala,4-Wheelers,186,16994
01-Dec-21,Madhya Pradesh,4-Wheelers,30,11820
01-Dec-21,Maharashtra,4-Wheelers,1392,29346
01-Dec-21,Odisha,4-Wheelers,20,4634
01-Dec-21,Puducherry,4-Wheelers,2,608
01-Dec-21,Punjab,4-Wheelers,6,10624
01-Dec-21,Rajasthan,4-Wheelers,73,12739
01-Dec-21,Tamil Nadu,4-Wheelers,121,17001
01-Dec-21,Uttar Pradesh,4-Wheelers,21,33774
01-Dec-21,Uttarakhand,4-Wheelers,38,4270
01-Dec-21,West Bengal,4-Wheelers,39,8452
01-Jan-22,Andhra Pradesh,4-Wheelers,29,8418
01-Jan-22,Bihar,4-Wheelers,10,5538
01-Jan-22,Chandigarh,4-Wheelers,7,1519
01-Jan-22,Chhattisgarh,4-Wheelers,11,4667
01-Jan-22,Delhi,4-Wheelers,282,13659
01-Jan-22,Goa,4-Wheelers,26,1185
01-Jan-22,Gujarat,4-Wheelers,97,21963
01-Jan-22,Haryana,4-Wheelers,26,17633
01-Jan-22,Himachal Pradesh,4-Wheelers,3,3090
01-Jan-22,Jharkhand,4-Wheelers,5,4345
01-Jan-22,Karnataka,4-Wheelers,209,21967
01-Jan-22,Kerala,4-Wheelers,212,17441
01-Jan-22,Madhya Pradesh,4-Wheelers,25,11325
01-Jan-22,Maharashtra,4-Wheelers,263,35772
01-Jan-22,Odisha,4-Wheelers,27,5876
01-Jan-22,Punjab,4-Wheelers,7,9792
01-Jan-22,Rajasthan,4-Wheelers,92,13658
01-Jan-22,Tamil Nadu,4-Wheelers,121,20494
01-Jan-22,Uttar Pradesh,4-Wheelers,14,32561
01-Jan-22,Uttarakhand,4-Wheelers,30,4241
01-Jan-22,West Bengal,4-Wheelers,54,7968
01-Feb-22,Andhra Pradesh,4-Wheelers,43,6361
01-Feb-22,Assam,4-Wheelers,3,6152
01-Feb-22,Bihar,4-Wheelers,8,5658
01-Feb-22,Chandigarh,4-Wheelers,11,1941
01-Feb-22,Chhattisgarh,4-Wheelers,20,3922
01-Feb-22,Delhi,4-Wheelers,298,12608
01-Feb-22,Goa,4-Wheelers,62,1160
01-Feb-22,Gujarat,4-Wheelers,128,24012
01-Feb-22,Haryana,4-Wheelers,28,16353
01-Feb-22,Himachal Pradesh,4-Wheelers,5,3616
01-Feb-22,Jammu and Kashmir,4-Wheelers,7,4679
01-Feb-22,Jharkhand,4-Wheelers,4,4335
01-Feb-22,Karnataka,4-Wheelers,202,17561
01-Feb-22,Kerala,4-Wheelers,327,14575
01-Feb-22,Madhya Pradesh,4-Wheelers,22,11274
01-Feb-22,Maharashtra,4-Wheelers,905,31805
01-Feb-22,Odisha,4-Wheelers,27,5023
01-Feb-22,Punjab,4-Wheelers,5,9464
01-Feb-22,Rajasthan,4-Wheelers,116,14811
01-Feb-22,Tamil Nadu,4-Wheelers,135,16711
01-Feb-22,Uttar Pradesh,4-Wheelers,22,28479
01-Feb-22,Uttarakhand,4-Wheelers,24,3820
01-Feb-22,West Bengal,4-Wheelers,45,7395
01-Mar-22,Andaman & Nicobar Island,4-Wheelers,2,108
01-Mar-22,Andhra Pradesh,4-Wheelers,55,7288
01-Mar-22,Assam,4-Wheelers,2,7281
01-Mar-22,Bihar,4-Wheelers,12,6694
01-Mar-22,Chandigarh,4-Wheelers,14,2279
01-Mar-22,Chhattisgarh,4-Wheelers,19,4200
01-Mar-22,Delhi,4-Wheelers,220,13385
01-Mar-22,Goa,4-Wheelers,91,1474
01-Mar-22,Gujarat,4-Wheelers,249,26077
01-Mar-22,Haryana,4-Wheelers,13,18621
01-Mar-22,Himachal Pradesh,4-Wheelers,3,3371
01-Mar-22,Jammu and Kashmir,4-Wheelers,4,4854
01-Mar-22,Jharkhand,4-Wheelers,5,5062
01-Mar-22,Karnataka,4-Wheelers,230,22167
01-Mar-22,Kerala,4-Wheelers,331,16628
01-Mar-22,Madhya Pradesh,4-Wheelers,35,11616
01-Mar-22,Maharashtra,4-Wheelers,2060,39762
01-Mar-22,Odisha,4-Wheelers,31,6098
01-Mar-22,Puducherry,4-Wheelers,3,817
01-Mar-22,Punjab,4-Wheelers,4,10836
01-Mar-22,Rajasthan,4-Wheelers,89,13751
01-Mar-22,Tamil Nadu,4-Wheelers,168,20604
01-Mar-22,Uttar Pradesh,4-Wheelers,18,29324
01-Mar-22,Uttarakhand,4-Wheelers,20,4026
01-Mar-22,West Bengal,4-Wheelers,41,8539
01-Apr-22,Andhra Pradesh,4-Wheelers,54,7195
01-Apr-22,Assam,4-Wheelers,2,6354
01-Apr-22,Bihar,4-Wheelers,8,5981
01-Apr-22,Chandigarh,4-Wheelers,12,2167
01-Apr-22,Chhattisgarh,4-Wheelers,20,4861
01-Apr-22,Delhi,4-Wheelers,566,15811
01-Apr-22,Goa,4-Wheelers,31,1390
01-Apr-22,Gujarat,4-Wheelers,171,26534
01-Apr-22,Haryana,4-Wheelers,11,16721
01-Apr-22,Himachal Pradesh,4-Wheelers,4,3140
01-Apr-22,Jammu and Kashmir,4-Wheelers,3,4468
01-Apr-22,Jharkhand,4-Wheelers,9,4564
01-Apr-22,Karnataka,4-Wheelers,311,24129
01-Apr-22,Kerala,4-Wheelers,275,16142
01-Apr-22,Madhya Pradesh,4-Wheelers,37,11896
01-Apr-22,Maharashtra,4-Wheelers,354,32449
01-Apr-22,Odisha,4-Wheelers,31,5448
01-Apr-22,Puducherry,4-Wheelers,2,702
01-Apr-22,Punjab,4-Wheelers,3,10147
01-Apr-22,Rajasthan,4-Wheelers,87,15176
01-Apr-22,Tamil Nadu,4-Wheelers,154,17499
01-Apr-22,Uttar Pradesh,4-Wheelers,11,32173
01-Apr-22,Uttarakhand,4-Wheelers,49,4116
01-Apr-22,West Bengal,4-Wheelers,40,8560
01-May-22,Andhra Pradesh,4-Wheelers,59,6927
01-May-22,Assam,4-Wheelers,7,6761
01-May-22,Bihar,4-Wheelers,12,6495
01-May-22,Chandigarh,4-Wheelers,20,2248
01-May-22,Chhattisgarh,4-Wheelers,24,4397
01-May-22,Delhi,4-Wheelers,750,15194
01-May-22,Goa,4-Wheelers,51,1360
01-May-22,Gujarat,4-Wheelers,163,23174
01-May-22,Haryana,4-Wheelers,31,18343
01-May-22,Himachal Pradesh,4-Wheelers,3,3778
01-May-22,Jammu and Kashmir,4-Wheelers,2,4775
01-May-22,Jharkhand,4-Wheelers,3,4306
01-May-22,Karnataka,4-Wheelers,241,20924
01-May-22,Kerala,4-Wheelers,258,15706
01-May-22,Madhya Pradesh,4-Wheelers,43,14017
01-May-22,Maharashtra,4-Wheelers,794,34222
01-May-22,Meghalaya,4-Wheelers,3,1051
01-May-22,Odisha,4-Wheelers,40,5583
01-May-22,Puducherry,4-Wheelers,2,726
01-May-22,Punjab,4-Wheelers,2,9843
01-May-22,Rajasthan,4-Wheelers,124,17047
01-May-22,Tamil Nadu,4-Wheelers,202,19368
01-May-22,Uttar Pradesh,4-Wheelers,26,30695
01-May-22,Uttarakhand,4-Wheelers,22,3948
01-May-22,West Bengal,4-Wheelers,76,8341
01-Jun-22,Andhra Pradesh,4-Wheelers,47,6652
01-Jun-22,Assam,4-Wheelers,9,5825
01-Jun-22,Bihar,4-Wheelers,16,5543
01-Jun-22,Chandigarh,4-Wheelers,19,1993
01-Jun-22,Chhattisgarh,4-Wheelers,32,3933
01-Jun-22,DNH and DD,4-Wheelers,4,369
01-Jun-22,Delhi,4-Wheelers,267,14908
01-Jun-22,Goa,4-Wheelers,74,1342
01-Jun-22,Gujarat,4-Wheelers,337,26192
01-Jun-22,Haryana,4-Wheelers,26,17365
01-Jun-22,Himachal Pradesh,4-Wheelers,2,3457
01-Jun-22,Jammu and Kashmir,4-Wheelers,4,4239
01-Jun-22,Jharkhand,4-Wheelers,19,4097
01-Jun-22,Karnataka,4-Wheelers,359,22817
01-Jun-22,Kerala,4-Wheelers,345,16486
01-Jun-22,Madhya Pradesh,4-Wheelers,42,12480
01-Jun-22,Maharashtra,4-Wheelers,1082,35587
01-Jun-22,Odisha,4-Wheelers,32,5778
01-Jun-22,Puducherry,4-Wheelers,9,808
01-Jun-22,Punjab,4-Wheelers,3,9388
01-Jun-22,Rajasthan,4-Wheelers,136,13559
01-Jun-22,Tamil Nadu,4-Wheelers,199,20592
01-Jun-22,Uttar Pradesh,4-Wheelers,17,27820
01-Jun-22,Uttarakhand,4-Wheelers,38,3959
01-Jun-22,West Bengal,4-Wheelers,91,8407
01-Jul-22,Andhra Pradesh,4-Wheelers,63,6757
01-Jul-22,Assam,4-Wheelers,11,6769
01-Jul-22,Bihar,4-Wheelers,10,5215
01-Jul-22,Chandigarh,4-Wheelers,21,2709
01-Jul-22,Chhattisgarh,4-Wheelers,29,4394
01-Jul-22,Delhi,4-Wheelers,438,16056
01-Jul-22,Goa,4-Wheelers,107,1545
01-Jul-22,Gujarat,4-Wheelers,308,24735
01-Jul-22,Haryana,4-Wheelers,135,17539
01-Jul-22,Himachal Pradesh,4-Wheelers,6,3618
01-Jul-22,Jammu and Kashmir,4-Wheelers,9,4577
01-Jul-22,Jharkhand,4-Wheelers,7,4187
01-Jul-22,Karnataka,4-Wheelers,358,19322
01-Jul-22,Kerala,4-Wheelers,292,14993
01-Jul-22,Madhya Pradesh,4-Wheelers,45,11437
01-Jul-22,Maharashtra,4-Wheelers,1098,35100
01-Jul-22,Meghalaya,4-Wheelers,2,1053
01-Jul-22,Odisha,4-Wheelers,29,5336
01-Jul-22,Puducherry,4-Wheelers,5,681
01-Jul-22,Punjab,4-Wheelers,7,9415
01-Jul-22,Rajasthan,4-Wheelers,102,12817
01-Jul-22,Tamil Nadu,4-Wheelers,176,17830
01-Jul-22,Uttar Pradesh,4-Wheelers,19,27276
01-Jul-22,Uttarakhand,4-Wheelers,34,3820
01-Jul-22,West Bengal,4-Wheelers,93,8312
01-Aug-22,Andhra Pradesh,4-Wheelers,64,7491
01-Aug-22,Assam,4-Wheelers,10,6733
01-Aug-22,Bihar,4-Wheelers,15,5012
01-Aug-22,Chandigarh,4-Wheelers,19,1903
01-Aug-22,Chhattisgarh,4-Wheelers,35,3974
01-Aug-22,Delhi,4-Wheelers,443,16315
01-Aug-22,Goa,4-Wheelers,44,2364
01-Aug-22,Gujarat,4-Wheelers,230,23571
01-Aug-22,Haryana,4-Wheelers,163,18545
01-Aug-22,Himachal Pradesh,4-Wheelers,2,3517
01-Aug-22,Jammu and Kashmir,4-Wheelers,3,4299
01-Aug-22,Jharkhand,4-Wheelers,15,4040
01-Aug-22,Karnataka,4-Wheelers,363,23924
01-Aug-22,Kerala,4-Wheelers,342,21051
01-Aug-22,Ladakh,4-Wheelers,9,269
01-Aug-22,Madhya Pradesh,4-Wheelers,72,15953
01-Aug-22,Maharashtra,4-Wheelers,992,40173
01-Aug-22,Odisha,4-Wheelers,43,5716
01-Aug-22,Puducherry,4-Wheelers,4,758
01-Aug-22,Punjab,4-Wheelers,3,9913
01-Aug-22,Rajasthan,4-Wheelers,145,12578
01-Aug-22,Tamil Nadu,4-Wheelers,182,20944
01-Aug-22,Uttar Pradesh,4-Wheelers,15,25778
01-Aug-22,Uttarakhand,4-Wheelers,34,3599
01-Aug-22,West Bengal,4-Wheelers,110,9228
01-Sep-22,Andhra Pradesh,4-Wheelers,61,8003
01-Sep-22,Assam,4-Wheelers,13,8690
01-Sep-22,Bihar,4-Wheelers,14,5315
01-Sep-22,Chandigarh,4-Wheelers,26,2119
01-Sep-22,Chhattisgarh,4-Wheelers,50,3978
01-Sep-22,Delhi,4-Wheelers,471,14076
01-Sep-22,Goa,4-Wheelers,42,1687
01-Sep-22,Gujarat,4-Wheelers,299,25102
01-Sep-22,Haryana,4-Wheelers,49,14140
01-Sep-22,Himachal Pradesh,4-Wheelers,4,2815
01-Sep-22,Jammu and Kashmir,4-Wheelers,4,4432
01-Sep-22,Jharkhand,4-Wheelers,31,4183
01-Sep-22,Karnataka,4-Wheelers,493,25136
01-Sep-22,Kerala,4-Wheelers,397,19551
01-Sep-22,Madhya Pradesh,4-Wheelers,61,11080
01-Sep-22,Maharashtra,4-Wheelers,939,33643
01-Sep-22,Meghalaya,4-Wheelers,2,1047
01-Sep-22,Odisha,4-Wheelers,40,5941
01-Sep-22,Puducherry,4-Wheelers,2,858
01-Sep-22,Punjab,4-Wheelers,4,8968
01-Sep-22,Rajasthan,4-Wheelers,150,12513
01-Sep-22,Tamil Nadu,4-Wheelers,218,21233
01-Sep-22,Uttar Pradesh,4-Wheelers,23,22777
01-Sep-22,Uttarakhand,4-Wheelers,29,3066
01-Sep-22,West Bengal,4-Wheelers,123,11473
01-Oct-22,Andhra Pradesh,4-Wheelers,57,8075
01-Oct-22,Assam,4-Wheelers,11,7529
01-Oct-22,Bihar,4-Wheelers,19,7888
01-Oct-22,Chandigarh,4-Wheelers,16,2422
01-Oct-22,Chhattisgarh,4-Wheelers,51,7365
01-Oct-22,DNH and DD,4-Wheelers,2,432
01-Oct-22,Delhi,4-Wheelers,633,18613
01-Oct-22,Goa,4-Wheelers,40,2230
01-Oct-22,Gujarat,4-Wheelers,189,31456
01-Oct-22,Haryana,4-Wheelers,39,21475
01-Oct-22,Himachal Pradesh,4-Wheelers,2,3447
01-Oct-22,Jammu and Kashmir,4-Wheelers,8,4556
01-Oct-22,Jharkhand,4-Wheelers,22,6208
01-Oct-22,Karnataka,4-Wheelers,563,26091
01-Oct-22,Kerala,4-Wheelers,419,16857
01-Oct-22,Madhya Pradesh,4-Wheelers,63,22052
01-Oct-22,Maharashtra,4-Wheelers,1174,51561
01-Oct-22,Odisha,4-Wheelers,43,6848
01-Oct-22,Puducherry,4-Wheelers,4,754
01-Oct-22,Punjab,4-Wheelers,3,10552
01-Oct-22,Rajasthan,4-Wheelers,204,22678
01-Oct-22,Tamil Nadu,4-Wheelers,184,18425
01-Oct-22,Uttar Pradesh,4-Wheelers,21,42577
01-Oct-22,Uttarakhand,4-Wheelers,50,5163
01-Oct-22,West Bengal,4-Wheelers,94,6483
01-Nov-22,Andhra Pradesh,4-Wheelers,95,6272
01-Nov-22,Assam,4-Wheelers,10,7676
01-Nov-22,Bihar,4-Wheelers,6,6295
01-Nov-22,Chandigarh,4-Wheelers,61,2279
01-Nov-22,Chhattisgarh,4-Wheelers,33,3846
01-Nov-22,DNH and DD,4-Wheelers,2,455
01-Nov-22,Delhi,4-Wheelers,483,15949
01-Nov-22,Goa,4-Wheelers,26,1797
01-Nov-22,Gujarat,4-Wheelers,374,36212
01-Nov-22,Haryana,4-Wheelers,133,21202
01-Nov-22,Himachal Pradesh,4-Wheelers,2,5135
01-Nov-22,Jharkhand,4-Wheelers,15,4657
01-Nov-22,Karnataka,4-Wheelers,564,23618
01-Nov-22,Kerala,4-Wheelers,325,15267
01-Nov-22,Madhya Pradesh,4-Wheelers,54,10575
01-Nov-22,Maharashtra,4-Wheelers,1144,35215
01-Nov-22,Odisha,4-Wheelers,53,5833
01-Nov-22,Puducherry,4-Wheelers,9,782
01-Nov-22,Rajasthan,4-Wheelers,113,15252
01-Nov-22,Tamil Nadu,4-Wheelers,311,20180
01-Nov-22,Uttar Pradesh,4-Wheelers,11,31886
01-Nov-22,Uttarakhand,4-Wheelers,31,5199
01-Nov-22,West Bengal,4-Wheelers,121,10465
01-Dec-22,Andaman & Nicobar Island,4-Wheelers,3,229
01-Dec-22,Andhra Pradesh,4-Wheelers,120,6769
